customerID,churn_probability,risk_level,model_used
3716-UVSPD,0.6768,Medium,Logistic Regression
6815-ABQFQ,0.4809,Medium,Logistic Regression
7343-EOBEU,0.5285,Medium,Logistic Regression
3701-SFMUH,0.4965,Medium,Logistic Regression
6103-LIANB,0.2623,Low,Logistic Regression
7319-VENRZ,0.4937,Medium,Logistic Regression
5846-NEQVZ,0.0212,Low,Logistic Regression
6967-QIQRV,0.4664,Medium,Logistic Regression
5781-RFZRP,0.0245,Low,Logistic Regression
0939-YAPAF,0.8315,High,Logistic Regression
0308-IVGOK,0.3677,Low,Logistic Regression
7293-LSCDV,0.0127,Low,Logistic Regression
7025-WCBNE,0.0571,Low,Logistic Regression
5756-JYOJT,0.2854,Low,Logistic Regression
4710-FDUIZ,0.3828,Low,Logistic Regression
6030-REHUX,0.8151,High,Logistic Regression
9548-LIGTA,0.0458,Low,Logistic Regression
5150-LJNSR,0.3267,Low,Logistic Regression
8270-RKSAP,0.8278,High,Logistic Regression
6522-YRBXD,0.7373,High,Logistic Regression
2640-LYMOV,0.4657,Medium,Logistic Regression
1218-VKFPE,0.2457,Low,Logistic Regression
3627-FHKBK,0.6678,Medium,Logistic Regression
2865-TCHJW,0.9103,High,Logistic Regression
1423-BMPBQ,0.4211,Medium,Logistic Regression
2393-DIVAI,0.4443,Medium,Logistic Regression
5192-EBGOV,0.9169,High,Logistic Regression
4568-KNYWR,0.0588,Low,Logistic Regression
8752-IMQOS,0.1733,Low,Logistic Regression
0742-LAFQK,0.1865,Low,Logistic Regression
0795-LAFGP,0.0428,Low,Logistic Regression
0619-OLYUR,0.1408,Low,Logistic Regression
5512-IDZEI,0.0656,Low,Logistic Regression
0459-SPZHJ,0.0487,Low,Logistic Regression
0215-BQKGS,0.4948,Medium,Logistic Regression
9244-ZVAPM,0.5909,Medium,Logistic Regression
0719-SYFRB,0.459,Medium,Logistic Regression
8208-EUMTE,0.1387,Low,Logistic Regression
5172-MIGPM,0.5963,Medium,Logistic Regression
1710-RCXUS,0.4162,Medium,Logistic Regression
0374-FIUCA,0.0135,Low,Logistic Regression
5839-SUYVZ,0.6542,Medium,Logistic Regression
5173-ZXXXL,0.2293,Low,Logistic Regression
1096-ADRUX,0.2158,Low,Logistic Regression
2001-MCUUW,0.3011,Low,Logistic Regression
2731-GJRDG,0.4658,Medium,Logistic Regression
4723-BEGSG,0.0347,Low,Logistic Regression
6516-NKQBO,0.0565,Low,Logistic Regression
8672-OAUPW,0.0597,Low,Logistic Regression
8207-DMRVL,0.0826,Low,Logistic Regression
3419-SNJJD,0.4734,Medium,Logistic Regression
6543-CPZMK,0.7086,High,Logistic Regression
4765-OXPPD,0.2504,Low,Logistic Regression
2804-ETQDK,0.0075,Low,Logistic Regression
6689-VRRTK,0.476,Medium,Logistic Regression
7138-GIRSH,0.0694,Low,Logistic Regression
9396-ZSFLL,0.525,Medium,Logistic Regression
6464-KEXXH,0.7082,High,Logistic Regression
7134-MJPDY,0.4068,Medium,Logistic Regression
5240-CAOYT,0.3081,Low,Logistic Regression
4059-IIEBK,0.7945,High,Logistic Regression
4881-JVQOD,0.7387,High,Logistic Regression
0516-UXRMT,0.262,Low,Logistic Regression
4851-BQDNX,0.4859,Medium,Logistic Regression
5148-HKFIR,0.0621,Low,Logistic Regression
1009-IRMNA,0.314,Low,Logistic Regression
3003-CMDUU,0.7862,High,Logistic Regression
5016-IBERQ,0.7215,High,Logistic Regression
6797-UCJHZ,0.3555,Low,Logistic Regression
2469-DTSGX,0.1985,Low,Logistic Regression
4554-YGZIH,0.5744,Medium,Logistic Regression
5099-BAILX,0.6228,Medium,Logistic Regression
9931-KGHOA,0.1889,Low,Logistic Regression
1775-KWJKQ,0.0277,Low,Logistic Regression
7665-VIGUD,0.1719,Low,Logistic Regression
9411-TPQQV,0.2253,Low,Logistic Regression
7207-RMRDB,0.6319,Medium,Logistic Regression
7954-MLBUN,0.2652,Low,Logistic Regression
2077-DDHJK,0.0177,Low,Logistic Regression
4913-EHYUI,0.3856,Low,Logistic Regression
0195-IESCP,0.8891,High,Logistic Regression
9574-BOSMD,0.0088,Low,Logistic Regression
4580-TMHJU,0.3156,Low,Logistic Regression
0970-ETWGE,0.9112,High,Logistic Regression
4908-XAXAY,0.3831,Low,Logistic Regression
8404-VLQFB,0.4129,Medium,Logistic Regression
1626-ERCMM,0.9028,High,Logistic Regression
0887-HJGAR,0.6681,Medium,Logistic Regression
2391-IPLOP,0.2001,Low,Logistic Regression
5644-PDMZC,0.8742,High,Logistic Regression
3509-GWQGF,0.6324,Medium,Logistic Regression
9576-ANLXO,0.7975,High,Logistic Regression
2024-BASKD,0.8074,High,Logistic Regression
5845-BZZIB,0.0277,Low,Logistic Regression
1140-UKVZG,0.2924,Low,Logistic Regression
4160-AMJTL,0.4361,Medium,Logistic Regression
5183-SNMJQ,0.7849,High,Logistic Regression
8100-PNJMH,0.0434,Low,Logistic Regression
7838-LAZFO,0.1396,Low,Logistic Regression
4464-JCOLN,0.194,Low,Logistic Regression
2085-JVGAD,0.1165,Low,Logistic Regression
5650-VDUDS,0.752,High,Logistic Regression
8095-WANWK,0.502,Medium,Logistic Regression
3030-ZKIWL,0.3908,Low,Logistic Regression
9565-FLVCG,0.0436,Low,Logistic Regression
8755-OGKNA,0.0106,Low,Logistic Regression
2800-VEQXM,0.7973,High,Logistic Regression
7538-GWHML,0.8119,High,Logistic Regression
5533-RJFTJ,0.3088,Low,Logistic Regression
3859-CVCET,0.5558,Medium,Logistic Regression
0214-JHPFW,0.0468,Low,Logistic Regression
5642-MHDQT,0.0342,Low,Logistic Regression
3088-FVYWK,0.0165,Low,Logistic Regression
3276-HDUEG,0.8458,High,Logistic Regression
9092-GDZKO,0.3099,Low,Logistic Regression
0823-HSCDJ,0.555,Medium,Logistic Regression
3729-OWRVL,0.2562,Low,Logistic Regression
2324-AALNO,0.0497,Low,Logistic Regression
0822-GAVAP,0.8547,High,Logistic Regression
5760-IFJOZ,0.8181,High,Logistic Regression
2826-UWHIS,0.4706,Medium,Logistic Regression
1448-PWKYE,0.8243,High,Logistic Regression
7501-IWUNG,0.0595,Low,Logistic Regression
4957-TREIR,0.5158,Medium,Logistic Regression
7251-LJBQN,0.554,Medium,Logistic Regression
8040-MNRTF,0.7494,High,Logistic Regression
1536-HBSWP,0.6652,Medium,Logistic Regression
5313-FPXWG,0.0623,Low,Logistic Regression
0067-DKWBL,0.6874,Medium,Logistic Regression
0946-FKYTX,0.1156,Low,Logistic Regression
5076-YVXCM,0.5433,Medium,Logistic Regression
8262-COGGB,0.4695,Medium,Logistic Regression
6663-JOCQO,0.1591,Low,Logistic Regression
9620-QJREV,0.0319,Low,Logistic Regression
2276-YDAVZ,0.8314,High,Logistic Regression
2682-KEVRP,0.1659,Low,Logistic Regression
2480-JZOSN,0.4641,Medium,Logistic Regression
0078-XZMHT,0.0673,Low,Logistic Regression
5896-NPFWW,0.6763,Medium,Logistic Regression
9978-HYCIN,0.3541,Low,Logistic Regression
8338-QIUNR,0.019,Low,Logistic Regression
1525-LNLOJ,0.0638,Low,Logistic Regression
9450-TRJUU,0.7365,High,Logistic Regression
1766-GKNMI,0.8234,High,Logistic Regression
6942-LBFDP,0.4497,Medium,Logistic Regression
1456-TWCGB,0.536,Medium,Logistic Regression
7133-VBDCG,0.5307,Medium,Logistic Regression
7596-ZYWBB,0.0199,Low,Logistic Regression
8329-UTMVM,0.6115,Medium,Logistic Regression
3014-WJKSM,0.6367,Medium,Logistic Regression
3347-YJZZE,0.4379,Medium,Logistic Regression
1029-QFBEN,0.3949,Low,Logistic Regression
7929-DMBCV,0.6221,Medium,Logistic Regression
9661-JALZV,0.0233,Low,Logistic Regression
5433-KYGHE,0.5694,Medium,Logistic Regression
4312-KFRXN,0.0099,Low,Logistic Regression
5575-TPIZQ,0.5704,Medium,Logistic Regression
0114-IGABW,0.045,Low,Logistic Regression
9944-AEXBM,0.7321,High,Logistic Regression
1853-ARAAQ,0.6574,Medium,Logistic Regression
6952-OMNWB,0.4573,Medium,Logistic Regression
4697-LUPSU,0.192,Low,Logistic Regression
8434-VGEQQ,0.009,Low,Logistic Regression
4952-YSOGZ,0.8781,High,Logistic Regression
1589-AGTLK,0.7285,High,Logistic Regression
5244-IRFIH,0.8674,High,Logistic Regression
6549-YMFAW,0.4222,Medium,Logistic Regression
4950-HKQTE,0.0701,Low,Logistic Regression
6786-OBWQR,0.8409,High,Logistic Regression
2684-EIWEO,0.4961,Medium,Logistic Regression
2753-JMMCV,0.0561,Low,Logistic Regression
6439-GTPCA,0.582,Medium,Logistic Regression
6621-YOBKI,0.3485,Low,Logistic Regression
1216-JWVUX,0.6729,Medium,Logistic Regression
7564-GHCVB,0.0544,Low,Logistic Regression
1173-NOEYG,0.6911,Medium,Logistic Regression
7595-EHCDL,0.4816,Medium,Logistic Regression
6647-ZEDXT,0.448,Medium,Logistic Regression
2521-NPUZR,0.055,Low,Logistic Regression
1307-TVUFB,0.616,Medium,Logistic Regression
7503-MIOGA,0.0551,Low,Logistic Regression
4381-MHQDC,0.0521,Low,Logistic Regression
6923-JHPMP,0.7848,High,Logistic Regression
5138-WVKYJ,0.8335,High,Logistic Regression
4018-PPNDW,0.0178,Low,Logistic Regression
1635-FJFCC,0.6264,Medium,Logistic Regression
2499-AJYUA,0.1933,Low,Logistic Regression
6919-ELBGL,0.124,Low,Logistic Regression
3966-HRMZA,0.7631,High,Logistic Regression
6425-JWTDV,0.0206,Low,Logistic Regression
8405-IGQFX,0.2335,Low,Logistic Regression
8224-IVVPA,0.3035,Low,Logistic Regression
9477-LGWQI,0.0384,Low,Logistic Regression
1410-RSCMR,0.4112,Medium,Logistic Regression
3115-CZMZD,0.1431,Low,Logistic Regression
0139-IVFJG,0.749,High,Logistic Regression
6683-VLCTZ,0.8988,High,Logistic Regression
5730-DBDSI,0.009,Low,Logistic Regression
0030-FNXPP,0.3647,Low,Logistic Regression
2189-WWOEW,0.6973,Medium,Logistic Regression
5684-FJVYR,0.0517,Low,Logistic Regression
4013-GUXND,0.3848,Low,Logistic Regression
1894-IGFSG,0.7982,High,Logistic Regression
7379-POKDZ,0.8572,High,Logistic Regression
1266-NZYUI,0.0129,Low,Logistic Regression
7969-FFOWG,0.008,Low,Logistic Regression
4718-DHSMV,0.7316,High,Logistic Regression
5175-WLYXL,0.7218,High,Logistic Regression
7817-OMJNA,0.1429,Low,Logistic Regression
8728-SKJLR,0.5714,Medium,Logistic Regression
3137-NYQQI,0.2363,Low,Logistic Regression
7706-DZNKK,0.3552,Low,Logistic Regression
0236-HFWSV,0.9035,High,Logistic Regression
3900-AQPHZ,0.3844,Low,Logistic Regression
5842-POCOP,0.766,High,Logistic Regression
2037-XJFUP,0.6573,Medium,Logistic Regression
8823-RLPWL,0.1672,Low,Logistic Regression
9505-SQFSW,0.6571,Medium,Logistic Regression
7314-OXENN,0.8616,High,Logistic Regression
3758-CKOQL,0.2127,Low,Logistic Regression
0322-CHQRU,0.6653,Medium,Logistic Regression
5676-CFLYY,0.0398,Low,Logistic Regression
7521-AFHAB,0.4999,Medium,Logistic Regression
0285-INHLN,0.2635,Low,Logistic Regression
4678-DVQEO,0.6476,Medium,Logistic Regression
5125-CNDSP,0.0434,Low,Logistic Regression
0691-IFBQW,0.552,Medium,Logistic Regression
4992-LTJNE,0.0179,Low,Logistic Regression
2202-OUTMO,0.2597,Low,Logistic Regression
0810-BDHAW,0.3152,Low,Logistic Regression
0229-LFJAF,0.0156,Low,Logistic Regression
7131-ZQZNK,0.0389,Low,Logistic Regression
3442-ZHHCC,0.086,Low,Logistic Regression
5726-CVNYA,0.1098,Low,Logistic Regression
9871-ELEYA,0.049,Low,Logistic Regression
4257-GAESD,0.7512,High,Logistic Regression
5173-WXOQV,0.6141,Medium,Logistic Regression
2040-OBMLJ,0.3369,Low,Logistic Regression
6286-ZHAOK,0.2744,Low,Logistic Regression
3807-XHCJH,0.416,Medium,Logistic Regression
3009-JWMPU,0.5758,Medium,Logistic Regression
5671-RQRLP,0.1492,Low,Logistic Regression
1450-GALXR,0.8802,High,Logistic Regression
8859-AXJZP,0.0441,Low,Logistic Regression
3174-AKMAS,0.073,Low,Logistic Regression
3138-BKYAV,0.8513,High,Logistic Regression
9926-PJHDQ,0.0688,Low,Logistic Regression
7382-DFJTU,0.3411,Low,Logistic Regression
2798-NYLMZ,0.1489,Low,Logistic Regression
4289-DTDKW,0.7999,High,Logistic Regression
1820-TQVEV,0.8658,High,Logistic Regression
2239-JALAW,0.4636,Medium,Logistic Regression
4853-RULSV,0.1471,Low,Logistic Regression
8098-TDCBU,0.0469,Low,Logistic Regression
3551-GAEGL,0.1328,Low,Logistic Regression
4785-NKHCX,0.3744,Low,Logistic Regression
3196-NVXLZ,0.7754,High,Logistic Regression
6275-YDUVO,0.8316,High,Logistic Regression
0036-IHMOT,0.2819,Low,Logistic Regression
0115-TFERT,0.8161,High,Logistic Regression
4178-EGMON,0.0694,Low,Logistic Regression
4220-TINQT,0.665,Medium,Logistic Regression
5318-YKDPV,0.0725,Low,Logistic Regression
7975-TZMLR,0.6306,Medium,Logistic Regression
0295-QVKPB,0.5956,Medium,Logistic Regression
4335-BSMJS,0.0189,Low,Logistic Regression
2311-QYMUQ,0.6924,Medium,Logistic Regression
3643-AHCFP,0.8942,High,Logistic Regression
9146-JRIOX,0.2681,Low,Logistic Regression
3104-OWCGK,0.2541,Low,Logistic Regression
5337-IIWKZ,0.4877,Medium,Logistic Regression
9101-BWFSS,0.3654,Low,Logistic Regression
9650-VBUOG,0.0308,Low,Logistic Regression
3487-EARAT,0.0296,Low,Logistic Regression
2672-TGEFF,0.7196,High,Logistic Regression
9231-ZJYAM,0.8941,High,Logistic Regression
4250-WAROZ,0.5468,Medium,Logistic Regression
8184-WMOFI,0.0409,Low,Logistic Regression
6982-SSHFK,0.6007,Medium,Logistic Regression
6092-QZVPP,0.3285,Low,Logistic Regression
4625-LAMOB,0.0224,Low,Logistic Regression
0727-BMPLR,0.6252,Medium,Logistic Regression
0392-BZIUW,0.1794,Low,Logistic Regression
1038-ZAGBI,0.1264,Low,Logistic Regression
6549-NNDYT,0.5549,Medium,Logistic Regression
3027-ZTDHO,0.9102,High,Logistic Regression
0422-OHQHQ,0.1158,Low,Logistic Regression
6916-HIJSE,0.0399,Low,Logistic Regression
2316-ESMLS,0.2196,Low,Logistic Regression
9778-OGKQZ,0.0465,Low,Logistic Regression
7408-OFWXJ,0.0266,Low,Logistic Regression
6007-TCTST,0.108,Low,Logistic Regression
2252-NKNSI,0.0655,Low,Logistic Regression
8713-IGZSO,0.4402,Medium,Logistic Regression
7905-TVXTA,0.5924,Medium,Logistic Regression
7695-PKLCZ,0.008,Low,Logistic Regression
2382-BCKQJ,0.4968,Medium,Logistic Regression
8374-UULRV,0.0326,Low,Logistic Regression
2207-NHRJK,0.6333,Medium,Logistic Regression
3224-DFQNQ,0.1527,Low,Logistic Regression
5275-PMFUT,0.0348,Low,Logistic Regression
4795-UXVCJ,0.0916,Low,Logistic Regression
9777-IQHWP,0.0985,Low,Logistic Regression
0947-MUGVO,0.7874,High,Logistic Regression
9944-HKVVB,0.8876,High,Logistic Regression
4124-MMETB,0.8325,High,Logistic Regression
3671-SHRSP,0.7317,High,Logistic Regression
0979-MOZQI,0.0627,Low,Logistic Regression
2732-ISEZX,0.4194,Medium,Logistic Regression
3313-QKNKB,0.4038,Medium,Logistic Regression
0323-XWWTN,0.1586,Low,Logistic Regression
1937-OTUKY,0.1016,Low,Logistic Regression
1573-LGXBA,0.3514,Low,Logistic Regression
1764-VUUMT,0.0071,Low,Logistic Regression
5073-WXOYN,0.4271,Medium,Logistic Regression
4713-ZBURT,0.2694,Low,Logistic Regression
3050-GBUSH,0.7866,High,Logistic Regression
0207-MDKNV,0.6839,Medium,Logistic Regression
7876-AEHIG,0.0992,Low,Logistic Regression
7945-HLKEA,0.074,Low,Logistic Regression
9342-VNIMQ,0.402,Medium,Logistic Regression
9851-KIELU,0.7493,High,Logistic Regression
3523-BRGUW,0.1078,Low,Logistic Regression
3908-BLSYF,0.8278,High,Logistic Regression
3199-NPKCN,0.3573,Low,Logistic Regression
5170-PTRKA,0.0781,Low,Logistic Regression
4661-NJEUX,0.4729,Medium,Logistic Regression
2123-AGEEN,0.8801,High,Logistic Regression
1258-YMZNM,0.5628,Medium,Logistic Regression
0048-LUMLS,0.3959,Low,Logistic Regression
7549-MYGPK,0.4503,Medium,Logistic Regression
5898-IGSLP,0.477,Medium,Logistic Regression
3804-RVTGV,0.6257,Medium,Logistic Regression
6259-WJQLC,0.6983,Medium,Logistic Regression
9227-LUNBG,0.7748,High,Logistic Regression
7997-EASSD,0.2103,Low,Logistic Regression
0730-KOAVE,0.6358,Medium,Logistic Regression
8975-SKGRX,0.1363,Low,Logistic Regression
0678-RLHVP,0.322,Low,Logistic Regression
4315-MURBD,0.6984,Medium,Logistic Regression
2267-FPIMA,0.5274,Medium,Logistic Regression
1051-GEJLJ,0.377,Low,Logistic Regression
9734-YWGEX,0.8306,High,Logistic Regression
2719-BDAQO,0.763,High,Logistic Regression
5285-MVEHD,0.3103,Low,Logistic Regression
0379-DJQHR,0.0293,Low,Logistic Regression
0781-LKXBR,0.9195,High,Logistic Regression
5543-QDCRY,0.7578,High,Logistic Regression
0297-RBCSG,0.2811,Low,Logistic Regression
4694-PHWFW,0.2693,Low,Logistic Regression
0835-JKADZ,0.2415,Low,Logistic Regression
1907-UBQFC,0.8351,High,Logistic Regression
7508-SMHXL,0.761,High,Logistic Regression
3865-YIOTT,0.2718,Low,Logistic Regression
5993-BQHEA,0.1559,Low,Logistic Regression
6024-RUGGH,0.0107,Low,Logistic Regression
6513-EECDB,0.9093,High,Logistic Regression
3956-CJUST,0.6072,Medium,Logistic Regression
4079-WWQQQ,0.0425,Low,Logistic Regression
6103-BOCOU,0.7789,High,Logistic Regression
5149-TGWDZ,0.5415,Medium,Logistic Regression
7471-WNSUF,0.0328,Low,Logistic Regression
8942-DBMHZ,0.2847,Low,Logistic Regression
4301-VVZKA,0.8353,High,Logistic Regression
9199-PWQVC,0.1355,Low,Logistic Regression
4824-GUCBY,0.593,Medium,Logistic Regression
5393-HJZSM,0.1604,Low,Logistic Regression
7074-IEVOJ,0.8804,High,Logistic Regression
9625-QSTYE,0.7668,High,Logistic Regression
0862-PRCBS,0.1566,Low,Logistic Regression
8812-ZRHFP,0.4623,Medium,Logistic Regression
5146-CBVOE,0.6119,Medium,Logistic Regression
0454-OKRCT,0.1391,Low,Logistic Regression
5787-KXGIY,0.0071,Low,Logistic Regression
4750-ZRXIU,0.9155,High,Logistic Regression
4198-VFOEA,0.3354,Low,Logistic Regression
6630-UJZMY,0.9175,High,Logistic Regression
5709-LVOEQ,0.2352,Low,Logistic Regression
6400-BWQKW,0.8179,High,Logistic Regression
2692-AQCPF,0.3527,Low,Logistic Regression
0347-UBKUZ,0.2571,Low,Logistic Regression
0835-DUUIQ,0.0766,Low,Logistic Regression
0811-GSDTP,0.5837,Medium,Logistic Regression
7567-ECMCM,0.7369,High,Logistic Regression
6115-ZTBFQ,0.0311,Low,Logistic Regression
6353-BRMMA,0.5107,Medium,Logistic Regression
6680-WKXRZ,0.7814,High,Logistic Regression
6231-WFGFH,0.3858,Low,Logistic Regression
9904-EHEVJ,0.7137,High,Logistic Regression
7028-DVOIQ,0.8575,High,Logistic Regression
6169-PPETC,0.0266,Low,Logistic Regression
4208-UFFGW,0.6235,Medium,Logistic Regression
8584-KMVXD,0.7443,High,Logistic Regression
8467-WYNSR,0.2454,Low,Logistic Regression
0851-DFJKB,0.3651,Low,Logistic Regression
5382-SOYZL,0.881,High,Logistic Regression
9448-REEVD,0.5896,Medium,Logistic Regression
3261-CQXOL,0.0077,Low,Logistic Regression
8388-FYNPZ,0.5259,Medium,Logistic Regression
4002-BQWPQ,0.2803,Low,Logistic Regression
5651-YLPRD,0.6753,Medium,Logistic Regression
2826-DXLQO,0.5908,Medium,Logistic Regression
4378-BZYFP,0.1782,Low,Logistic Regression
9489-UTFKA,0.5119,Medium,Logistic Regression
4849-PYRLQ,0.0472,Low,Logistic Regression
9117-SHLZX,0.6681,Medium,Logistic Regression
9889-TMAHG,0.6827,Medium,Logistic Regression
4541-RMRLG,0.4186,Medium,Logistic Regression
7764-BDPEE,0.3129,Low,Logistic Regression
3429-IFLEM,0.0162,Low,Logistic Regression
3158-MOERK,0.9207,High,Logistic Regression
7294-TMAOP,0.8729,High,Logistic Regression
5002-GCQFH,0.5279,Medium,Logistic Regression
0556-FJEGU,0.0362,Low,Logistic Regression
8919-FYFQZ,0.4649,Medium,Logistic Regression
0604-THJFP,0.0535,Low,Logistic Regression
2834-JRTUA,0.2043,Low,Logistic Regression
5875-YPQFJ,0.8644,High,Logistic Regression
5879-SESNB,0.8043,High,Logistic Regression
6646-QVXLR,0.574,Medium,Logistic Regression
6461-PPAXN,0.093,Low,Logistic Regression
3318-ISQFQ,0.2734,Low,Logistic Regression
1106-HRLKZ,0.0232,Low,Logistic Regression
2483-XSSMZ,0.1933,Low,Logistic Regression
8603-IJWDN,0.9068,High,Logistic Regression
8165-ZJRNM,0.0076,Low,Logistic Regression
9369-XFEHK,0.6659,Medium,Logistic Regression
2604-XVDAM,0.4841,Medium,Logistic Regression
3717-OFRTN,0.381,Low,Logistic Regression
9046-JBFWA,0.1483,Low,Logistic Regression
3280-NMUVX,0.0559,Low,Logistic Regression
1206-EHBDD,0.0786,Low,Logistic Regression
8361-LBRDI,0.0166,Low,Logistic Regression
4883-KCPZJ,0.0558,Low,Logistic Regression
9108-EQPNQ,0.0858,Low,Logistic Regression
7277-KAMWT,0.0795,Low,Logistic Regression
3842-IYKUE,0.4494,Medium,Logistic Regression
6641-XRPSU,0.5915,Medium,Logistic Regression
1374-DMZUI,0.9323,High,Logistic Regression
2545-LXYVJ,0.007,Low,Logistic Regression
3234-VKACU,0.6901,Medium,Logistic Regression
8357-EQXFO,0.887,High,Logistic Regression
1989-PRJHP,0.8035,High,Logistic Regression
8120-JDCAM,0.77,High,Logistic Regression
8917-FAEMR,0.0312,Low,Logistic Regression
7047-YXDMZ,0.2156,Low,Logistic Regression
2858-EIMXH,0.5342,Medium,Logistic Regression
9524-EGPJC,0.8124,High,Logistic Regression
6993-OHLXR,0.8147,High,Logistic Regression
8818-XYFCQ,0.6756,Medium,Logistic Regression
6419-ZTTLE,0.2187,Low,Logistic Regression
0929-HYQEW,0.5557,Medium,Logistic Regression
6614-YOLAC,0.026,Low,Logistic Regression
7426-RHZGU,0.787,High,Logistic Regression
4065-JJAVA,0.6361,Medium,Logistic Regression
4695-VADHF,0.5525,Medium,Logistic Regression
3863-IUBJR,0.3327,Low,Logistic Regression
7649-SIJJF,0.0347,Low,Logistic Regression
9361-YNQWJ,0.0365,Low,Logistic Regression
3748-FVMZZ,0.7962,High,Logistic Regression
9391-TTOYH,0.2585,Low,Logistic Regression
1452-XRSJV,0.152,Low,Logistic Regression
3422-WJOYD,0.1136,Low,Logistic Regression
8242-SOQUO,0.8715,High,Logistic Regression
7460-ITWWP,0.7089,High,Logistic Regression
7147-AYBAA,0.5823,Medium,Logistic Regression
7868-TMWMZ,0.1473,Low,Logistic Regression
4822-RVYBB,0.9212,High,Logistic Regression
6732-FZUGP,0.2975,Low,Logistic Regression
8436-BJUMM,0.7999,High,Logistic Regression
4184-TJFAN,0.7006,High,Logistic Regression
8329-GWVPJ,0.4161,Medium,Logistic Regression
1352-VHKAJ,0.442,Medium,Logistic Regression
4145-UQXUQ,0.9082,High,Logistic Regression
2632-TACXW,0.0144,Low,Logistic Regression
8146-QQKZH,0.027,Low,Logistic Regression
1767-CJKBA,0.0129,Low,Logistic Regression
6445-TNRXS,0.1206,Low,Logistic Regression
4581-LNWUM,0.7744,High,Logistic Regression
4869-EPIUS,0.4324,Medium,Logistic Regression
9948-YPTDG,0.5474,Medium,Logistic Regression
1236-WFCDV,0.795,High,Logistic Regression
1915-OAKWD,0.1472,Low,Logistic Regression
7296-PIXQY,0.7028,High,Logistic Regression
4883-QICIH,0.5691,Medium,Logistic Regression
3354-OADJP,0.1937,Low,Logistic Regression
3524-WQDSG,0.687,Medium,Logistic Regression
0810-DHDBD,0.0873,Low,Logistic Regression
4026-SKKHW,0.5712,Medium,Logistic Regression
